case_id,tooth_id,total_expected,total_present,ratio,ratio_floor,margin_floor,margin_p20,margin_mean,presence_floor,presence_prob,forced,missing,fail_reasons
009,t35,9,0,0.0,0.7,0.55,,,0.25,,False,True,no_prediction
009,t36,12,0,0.0,0.7,0.55,,,0.25,,False,True,no_prediction
009,t37,12,0,0.0,0.6,0.48,,,0.25,,False,True,no_prediction
009,t41,7,0,0.0,0.7,0.55,,,0.25,,False,True,no_prediction
009,t42,7,0,0.0,0.7,0.55,,,0.25,,False,True,no_prediction
009,t43,5,0,0.0,0.7,0.55,,,0.25,,False,True,no_prediction
009,t44,9,0,0.0,0.7,0.55,,,0.25,,False,True,no_prediction
009,t45,9,0,0.0,0.7,0.55,,,0.25,,False,True,no_prediction
009,t46,12,0,0.0,0.7,0.55,,,0.25,,False,True,no_prediction
009,t47,12,0,0.0,0.6,0.48,,,0.25,,False,True,no_prediction
010,t11,7,7,1.0,0.7,0.55,0.5001922249794006,0.5005782842636108,0.25,,True,False,margin
010,t12,7,7,1.0,0.7,0.55,0.500110387802124,0.5012292861938477,0.25,,True,False,margin
010,t13,5,5,1.0,0.7,0.55,0.5002034306526184,0.501030683517456,0.25,,True,False,margin
010,t14,9,9,1.0,0.7,0.55,0.5001637935638428,0.5007128715515137,0.25,,True,False,margin
010,t15,9,9,1.0,0.7,0.55,0.5001750588417053,0.5009661912918091,0.25,,True,False,margin
010,t16,12,12,1.0,0.7,0.55,0.5001689195632935,0.5009074211120605,0.25,,True,False,margin
010,t17,12,12,1.0,0.7,0.55,0.5002002120018005,0.5004895329475403,0.25,,True,False,margin
010,t21,7,7,1.0,0.7,0.55,0.501140296459198,0.502794086933136,0.25,,True,False,margin
010,t22,7,7,1.0,0.7,0.55,0.501175582408905,0.502959132194519,0.25,,True,False,margin
010,t23,5,5,1.0,0.7,0.55,0.500095546245575,0.5002914667129517,0.25,,True,False,margin
010,t24,9,9,1.0,0.7,0.55,0.5008016228675842,0.5015671253204346,0.25,,True,False,margin
010,t25,9,9,1.0,0.7,0.55,0.5004022717475891,0.5013641715049744,0.25,,True,False,margin
010,t26,12,12,1.0,0.7,0.55,0.5003092288970947,0.5009941458702087,0.25,,True,False,margin
010,t27,12,12,1.0,0.6,0.48,0.5001790523529053,0.5007725358009338,0.25,,False,False,
010,t31,7,0,0.0,0.7,0.55,,,0.25,,False,True,no_prediction
010,t32,7,0,0.0,0.7,0.55,,,0.25,,False,True,no_prediction
010,t33,5,0,0.0,0.7,0.55,,,0.25,,False,True,no_prediction
010,t34,9,0,0.0,0.7,0.55,,,0.25,,False,True,no_prediction
010,t35,9,0,0.0,0.7,0.55,,,0.25,,False,True,no_prediction
010,t36,12,0,0.0,0.7,0.55,,,0.25,,False,True,no_prediction
010,t37,12,0,0.0,0.6,0.48,,,0.25,,False,True,no_prediction
010,t41,7,0,0.0,0.7,0.55,,,0.25,,False,True,no_prediction
010,t42,7,0,0.0,0.7,0.55,,,0.25,,False,True,no_prediction
010,t43,5,0,0.0,0.7,0.55,,,0.25,,False,True,no_prediction
010,t44,9,0,0.0,0.7,0.55,,,0.25,,False,True,no_prediction
010,t45,9,0,0.0,0.7,0.55,,,0.25,,False,True,no_prediction
010,t46,12,0,0.0,0.7,0.55,,,0.25,,False,True,no_prediction
010,t47,12,0,0.0,0.6,0.48,,,0.25,,False,True,no_prediction
011,t11,7,7,1.0,0.7,0.55,0.500198483467102,0.5007383227348328,0.25,,True,False,margin
011,t12,7,7,1.0,0.7,0.55,0.500184953212738,0.500386118888855,0.25,,True,False,margin
011,t13,5,5,1.0,0.7,0.55,0.5002126097679138,0.5005723834037781,0.25,,True,False,margin
011,t14,9,9,1.0,0.7,0.55,0.5003532767295837,0.500739336013794,0.25,,True,False,margin
011,t15,9,9,1.0,0.7,0.55,0.5001976490020752,0.5008760690689087,0.25,,True,False,margin
011,t16,12,12,1.0,0.7,0.55,0.5001142621040344,0.5008147358894348,0.25,,True,False,margin
011,t17,12,12,1.0,0.7,0.55,0.5001668334007263,0.5009350180625916,0.25,,True,False,margin
011,t21,7,7,1.0,0.7,0.55,0.500521183013916,0.5009157061576843,0.25,,True,False,margin
011,t22,7,7,1.0,0.7,0.55,0.5003666281700134,0.501092791557312,0.25,,True,False,margin
011,t23,5,5,1.0,0.7,0.55,0.5002044439315796,0.5006940364837646,0.25,,True,False,margin
011,t24,9,9,1.0,0.7,0.55,0.500234842300415,0.5011802315711975,0.25,,True,False,margin
011,t25,9,9,1.0,0.7,0.55,0.5001880526542664,0.5006186962127686,0.25,,True,False,margin
011,t26,12,12,1.0,0.7,0.55,0.5002561211585999,0.5006213784217834,0.25,,True,False,margin
011,t27,12,12,1.0,0.6,0.48,0.5001932978630066,0.5007614493370056,0.25,,False,False,
011,t31,7,0,0.0,0.7,0.55,,,0.25,,False,True,no_prediction
011,t32,7,0,0.0,0.7,0.55,,,0.25,,False,True,no_prediction
011,t33,5,0,0.0,0.7,0.55,,,0.25,,False,True,no_prediction
011,t34,9,0,0.0,0.7,0.55,,,0.25,,False,True,no_prediction
011,t35,9,0,0.0,0.7,0.55,,,0.25,,False,True,no_prediction
011,t36,12,0,0.0,0.7,0.55,,,0.25,,False,True,no_prediction
011,t37,12,0,0.0,0.6,0.48,,,0.25,,False,True,no_prediction
011,t41,7,0,0.0,0.7,0.55,,,0.25,,False,True,no_prediction
011,t42,7,0,0.0,0.7,0.55,,,0.25,,False,True,no_prediction
011,t43,5,0,0.0,0.7,0.55,,,0.25,,False,True,no_prediction
011,t44,9,0,0.0,0.7,0.55,,,0.25,,False,True,no_prediction
011,t45,9,0,0.0,0.7,0.55,,,0.25,,False,True,no_prediction
011,t46,12,0,0.0,0.7,0.55,,,0.25,,False,True,no_prediction
